geo,time_period,population_density,hospital_beds,at_risk_of_poverty,low_work_intensity,gdp_current_prices,rd_expenditure,internet_access,tertiary_education
FRK1,1994,50.5,128.95816040039062,14.569879531860352,8.459452629089355,22354.46875,0.8089758157730103,77.86583709716797,31.21407699584961
FRK1,1995,50.4,128.95816040039062,14.569879531860352,8.459452629089355,22354.46875,0.8089758157730103,77.86583709716797,31.21407699584961
FRK1,1996,50.4,128.95816040039062,14.569879531860352,8.459452629089355,22354.46875,0.8089758157730103,77.86583709716797,31.21407699584961
FRK1,1997,50.4,128.95816040039062,14.569879531860352,8.459452629089355,22354.46875,0.8089758157730103,77.86583709716797,31.21407699584961
FRK1,1998,50.3,128.95816040039062,14.569879531860352,8.459452629089355,22354.46875,0.8089758157730103,77.86583709716797,31.21407699584961
FRK1,1999,50.4,128.95816040039062,14.569879531860352,8.459452629089355,22354.46875,0.8089758157730103,77.86583709716797,31.21407699584961
FRK1,2000,50.5,140.2713623046875,16.8242130279541,8.38826847076416,19700.0,0.7946781516075134,73.05237579345703,28.075271606445312
FRK1,2001,50.7,142.6024627685547,16.855310440063477,9.112449645996094,20100.0,0.9762097001075745,73.183837890625,27.499351501464844
FRK1,2002,50.8,142.86851501464844,16.855310440063477,9.112449645996094,20700.0,0.9427065849304199,72.90708923339844,27.354759216308594
FRK1,2003,50.9,143.43373107910156,16.855310440063477,8.603548049926758,21200.0,0.9436166882514954,72.90708923339844,27.354759216308594
FRK1,2004,51.1,131.9379119873047,16.100265502929688,8.891399383544922,22100.0,0.81793612241745,72.76602172851562,30.06574249267578
FRK1,2005,51.3,134.201171875,15.361526489257812,8.994698524475098,22700.0,0.7842682600021362,78.07960510253906,29.327688217163086
FRK1,2006,51.4,136.79959106445312,15.283382415771484,9.313970565795898,23500.0,2.100844144821167,77.84624481201172,35.84984588623047
FRK1,2007,51.5,135.8487548828125,13.887313842773438,8.878958702087402,24600.0,1.1084990501403809,82.55656433105469,30.027650833129883
FRK1,2008,51.6,139.1547393798828,14.462967872619629,9.089603424072266,24500.0,1.0962963104248047,82.01249694824219,28.54463768005371
FRK1,2009,51.7,139.20443725585938,15.652730941772461,9.296643257141113,23700.0,1.0053730010986328,75.32687377929688,28.740724563598633
FRK1,2010,51.9,129.89,14.358888626098633,10.290145874023438,23800.0,1.0347235202789307,76.5849380493164,29.777956008911133
FRK1,2011,52.0,132.33,14.696137428283691,10.838566780090332,25000.0,1.2073287963867188,79.73307037353516,29.66257095336914
FRK1,2012,52.1,134.95,14.602051734924316,11.153645515441895,25000.0,1.4684828519821167,78.91255950927734,30.089298248291016
FRK1,2013,52.2,134.24,15.76450252532959,10.401683807373047,25500.0,1.1051757335662842,77.87736511230469,26.6
FRK1,2014,52.2,135.15,17.1416072845459,10.8928861618042,25900.0,0.9452570676803589,81.05,25.9
FRK1,2015,52.3,135.42,16.010967254638672,10.892620086669922,26400.0,1.075648307800293,75.66,28.8
FRK1,2016,52.3,135.58,15.550994873046875,10.618889808654785,26500.0,1.226123332977295,87.25,31.1
FRK1,2017,52.4,137.57,15.855894088745117,9.01644515991211,27800.0,1.2127716541290283,86.6,27.8
FRK1,2018,52.5,137.95,14.521299362182617,8.975739479064941,28300.0,1.2112913131713867,88.72,29.6
FRK1,2019,52.6,139.36,14.616754531860352,9.165307998657227,29100.0,1.158808946609497,86.04,31.1
FRK1,2020,52.6,141.95,14.483797073364258,8.803976058959961,28200.0,1.3356645107269287,88.85025024414062,31.2
FRK1,2021,52.6,143.77,14.589211463928223,8.66192626953125,29800.0,2.15,91.39,30.2
FRK1,2022,52.6,147.43,12.7,8.218031883239746,30700.0,1.4206651449203491,91.69,33.8
FRK1,2023,52.5,159.95367431640625,10.5,6.17935037612915,31900.0,1.2956902980804443,89.9,34.9
FRK1,2024,72.53956604003906,161.7166290283203,16.028640747070312,6.3729963302612305,32367.703125,1.4736173152923584,92.19,35.9
FRK2,1990,122.8,131.8687744140625,14.300037384033203,9.194117546081543,21457.6015625,1.1333448886871338,77.48019409179688,30.96381187438965
FRK2,1991,123.8,131.8687744140625,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1992,124.8,131.8687744140625,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1993,125.6,131.4308624267578,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1994,126.1,131.4308624267578,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1995,126.7,131.4308624267578,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1996,127.4,131.4308624267578,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1997,128.0,131.4308624267578,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1998,128.7,131.09930419921875,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,1999,129.6,131.79150390625,14.54611587524414,9.572555541992188,21249.55859375,1.9877808094024658,75.85135650634766,36.044578552246094
FRK2,2000,130.8,134.00872802734375,14.452030181884766,9.194117546081543,24500.0,2.331272602081299,79.74077606201172,35.92632293701172
FRK2,2001,132.0,137.12933349609375,14.488287925720215,8.916565895080566,25200.0,2.3830299377441406,78.98193359375,35.37438201904297
FRK2,2002,133.3,143.91934204101562,14.56494140625,9.43991756439209,25400.0,2.351933717727661,78.90480041503906,35.145851135253906
FRK2,2003,134.5,149.2309112548828,15.119068145751953,9.202269554138184,25900.0,2.450329065322876,79.04190063476562,34.75977325439453
FRK2,2004,135.8,149.2309112548828,15.265896797180176,9.578716278076172,27300.0,2.4211204051971436,77.80590057373047,34.69539260864258
FRK2,2005,137.1,151.49417114257812,13.585468292236328,8.712574005126953,28000.0,2.504119634628296,79.16573333740234,34.239234924316406
FRK2,2006,138.3,152.7838134765625,13.645917892456055,8.781322479248047,29500.0,2.4941368103027344,82.99576568603516,35.94400405883789
FRK2,2007,139.4,154.50045776367188,13.627720832824707,8.781322479248047,30500.0,2.5506174564361572,83.21813201904297,36.53190612792969
FRK2,2008,140.6,158.07020568847656,13.289859771728516,8.791825294494629,31500.0,2.5129497051239014,82.61698913574219,35.7849235534668
FRK2,2009,141.9,159.0186309814453,13.38950252532959,9.070528030395508,30100.0,2.5082242488861084,83.59908294677734,36.35305404663086
FRK2,2010,143.2,158.06,13.136072158813477,9.277502059936523,30800.0,2.525319814682007,83.1387710571289,36.04361343383789
FRK2,2011,144.5,159.56,13.150672912597656,9.534917831420898,31900.0,2.416912317276001,83.03723907470703,36.40277862548828
FRK2,2012,145.8,160.0,13.150672912597656,9.72732925415039,31900.0,2.4921555519104004,83.06782531738281,36.022010803222656
FRK2,2013,147.2,162.26,13.056026458740234,9.96156120300293,32000.0,2.852478504180908,82.7822494506836,34.4
FRK2,2014,146.6,165.26,14.822773933410645,10.57953929901123,32400.0,2.817673921585083,83.47,37.1
FRK2,2015,147.7,167.39,15.120335578918457,10.069634437561035,32900.0,3.1973965167999268,85.24,37.5
FRK2,2016,148.5,169.26,14.17730712890625,9.927331924438477,33500.0,3.00473952293396,87.14,38.3
FRK2,2017,149.3,172.49,14.260957717895508,9.556325912475586,34200.0,3.066877603530884,88.73,39.2
FRK2,2018,150.2,175.61,14.23269271850586,8.759477615356445,35300.0,3.0687026977539062,88.11,40.7
FRK2,2019,150.9,177.26,14.312309265136719,8.078235626220703,36100.0,2.8137948513031006,92.31,41.8
FRK2,2020,151.2,180.77,14.523538589477539,7.8238301277160645,34600.0,3.1163077354431152,92.00083923339844,43.2
FRK2,2021,152.0,185.14,13.990859031677246,8.555103302001953,36900.0,3.0,94.05,44.6
FRK2,2022,153.9,190.78,11.7,7.2820353507995605,38400.0,2.8611838817596436,94.1,46.8
FRK2,2023,154.7,218.90032958984375,14.2,8.052680969238281,41600.0,2.9826841354370117,93.41,46.9
FRK2,2024,109.91301727294922,158.02865600585938,14.982869148254395,6.979428768157959,37120.1953125,1.9284497499465942,94.85,47.0
FRL,2022,92.34223937988281,161.38351440429688,15.6,6.428440570831299,27293.416015625,1.1199054718017578,91.34793090820312,30.45952796936035
FRL,2023,92.34223937988281,160.6717987060547,16.7,5.757456302642822,24913.310546875,1.083501935005188,91.57149505615234,30.77260971069336
FRL0,1990,136.2,130.9174346923828,14.989522933959961,9.66307544708252,21249.55859375,2.0856103897094727,75.30000305175781,35.88823318481445
FRL0,1991,137.3,130.9174346923828,14.754890441894531,9.687540054321289,21249.55859375,2.0354292392730713,75.06846618652344,35.783329010009766
FRL0,1992,138.3,130.9174346923828,14.754890441894531,9.687540054321289,21685.365234375,2.0354292392730713,75.99547576904297,36.153690338134766
FRL0,1993,139.2,130.9174346923828,14.754890441894531,9.687540054321289,21685.365234375,2.0354292392730713,75.99547576904297,36.153690338134766
FRL0,1994,140.0,130.9174346923828,14.213322639465332,9.088031768798828,22238.6640625,2.1013429164886475,76.60826110839844,36.988372802734375
FRL0,1995,140.6,130.9174346923828,14.213322639465332,9.088031768798828,22238.6640625,2.1013429164886475,76.60826110839844,36.988372802734375
FRL0,1996,141.4,130.9174346923828,14.213322639465332,9.088031768798828,22238.6640625,2.1013429164886475,76.60826110839844,36.988372802734375
FRL0,1997,142.2,130.9174346923828,14.252760887145996,9.088031768798828,22238.6640625,2.1013429164886475,76.60826110839844,36.988372802734375
FRL0,1998,143.0,130.9174346923828,14.252760887145996,9.088031768798828,22238.6640625,2.1013429164886475,76.60826110839844,36.988372802734375
FRL0,1999,144.0,130.9174346923828,14.252760887145996,9.088031768798828,22238.6640625,2.1013429164886475,76.65807342529297,37.035587310791016
FRL0,2000,145.3,134.8074188232422,14.341455459594727,9.112085342407227,21900.0,2.097353458404541,76.65807342529297,35.23955154418945
FRL0,2001,146.7,142.29515075683594,14.203548431396484,9.251912117004395,22800.0,2.1258935928344727,77.4106216430664,35.21867752075195
FRL0,2002,148.2,144.5164794921875,14.339962005615234,9.251912117004395,23300.0,2.1135852336883545,77.47015380859375,34.39787673950195
FRL0,2003,149.6,147.65235900878906,14.498551368713379,9.032450675964355,23900.0,2.263716220855713,77.5688705444336,34.34666442871094
FRL0,2004,151.1,147.65235900878906,14.620423316955566,9.005663871765137,25100.0,2.428398609161377,79.38411712646484,34.62567138671875
FRL0,2005,152.6,150.2288360595703,14.103224754333496,9.501790046691895,26200.0,2.4073824882507324,78.50223541259766,35.18210220336914
FRL0,2006,154.1,150.2288360595703,14.235783576965332,10.043341636657715,27300.0,2.472749948501587,77.84312438964844,34.75469970703125
