geo,time_period,population_density,hospital_beds,at_risk_of_poverty,low_work_intensity,gdp_current_prices,rd_expenditure,internet_access,tertiary_education
AT12,1996,80.5,144.34649102661848,14.258693977906479,6.839362626262625,24560.163888888885,1.6655916378066382,79.21557809523813,26.648980555555553
AT12,1997,80.6,144.83227888376132,14.215360644573146,6.845095959595959,24507.563888888886,1.659630923520924,79.0816616666667,26.82964722222222
AT12,1998,80.8,145.26968888376132,14.122560644573145,6.877295959595958,24682.19246031746,1.6611702092352099,79.4205372619048,27.228563888888885
AT12,1999,81.0,143.99,14.10872731123981,6.911029292929292,24926.55277777778,1.6603442568542572,79.21557809523813,26.508552777777776
AT12,2000,81.2,146.85,14.221733928571428,7.506012301587299,21900.0,1.9919418759018757,78.72992988095241,26.82092987012987
AT12,2001,81.5,147.95,14.175414880952378,7.389678968253966,22000.0,1.658133542568543,78.76075321428574,27.65659278499279
AT12,2002,81.7,150.67,14.394822023809523,7.5643765873015845,22300.0,1.6534780663780668,78.67922583333336,25.99421183261183
AT12,2003,82.1,151.88,14.57548869047619,7.735709920634918,22700.0,1.7287555663780665,78.65591333333336,25.91884512987013
AT12,2004,82.6,150.78,13.67214358108108,6.508266197691196,24200.0,1.5705546139971145,79.0409191666667,26.33487420634921
AT12,2005,83.2,150.66,13.78306262870013,6.549192388167385,25000.0,1.5977731854256856,79.51708821428575,25.94172103174604
AT12,2006,83.7,149.75,13.948865009652511,7.158112626262625,26100.0,1.6218491378066384,79.91614214285717,26.2823888888889
AT12,2007,84.1,145.02,13.42075753968253,6.643716197691195,27800.0,1.8279935425685432,79.82339523809529,27.632319047619056
AT12,2008,84.5,143.69,13.369282539682528,6.840857467532466,28700.0,1.790285566378067,81.48497428571433,26.84228730158731
AT12,2009,84.8,143.73,13.421163492063483,6.780228896103895,28100.0,1.8219421139971144,80.16665047619051,27.264978571428575
AT12,2010,85.0,141.19,13.26850158730158,6.85328961038961,28700.0,1.794695696248197,81.48960369047623,27.32291507936509
AT12,2011,85.2,143.22,13.103902380952375,6.879382142857144,30000.0,1.7154415584415594,81.65180242063494,27.29718690476191
AT12,2012,85.5,142.51,12.81213571428571,7.013867063492064,30800.0,1.7651811616161626,81.52608742063492,26.671934523809522
AT12,2013,85.7,142.71,13.279851587301586,7.416905555555556,31100.0,1.6,75.64,17.6
AT12,2014,86.2,141.35,10.7,6.1,31900.0,1.7777748917748926,77.77,29.1
AT12,2015,87.0,142.62,10.0,5.9,32700.0,1.74,82.16214650793653,30.3
AT12,2016,87.7,145.25,9.7,5.8,33700.0,1.955372453102454,82.53,30.2
AT12,2017,88.2,148.68,9.7,5.7,34900.0,1.8,88.86,32.0
AT12,2018,88.5,148.39,9.7,5.7,36100.0,2.0908563708513723,85.99,31.9
AT12,2019,88.9,148.95,12.56270714285714,6.12111352813853,37600.0,1.8,91.69,32.4
AT12,2020,88.9,148.73,12.390463023088019,5.387065909090908,35100.0,1.7628338708513709,91.65,33.0
AT12,2021,89.3,151.07,13.2,6.001870670995671,37400.0,1.78,94.74,33.9
AT12,2022,90.4,154.68,14.0,6.340460317460318,40800.0,2.6677224062049074,91.25,34.1
AT12,2023,91.0,171.68430531746034,10.3,4.879082972582973,42500.0,2.51189126984127,95.91,36.0
AT12,2024,1198.8279047619046,165.59504888736257,14.575160714285714,6.851451515151513,44966.26428571428,3.0678502378177375,93.95,38.0
AT13,1990,3747.1,119.46078014464919,23.05145450423673,12.88898409090909,38566.825396825414,3.9786095670995665,84.07456601010102,37.24337950937951
AT13,1991,3784.6,119.46078014464919,23.05145450423673,12.88898409090909,38706.063492063506,4.004956233766233,84.07456601010102,37.24337950937951
AT13,1992,3840.4,119.46078014464919,23.05145450423673,12.972650757575757,38950.535714285725,4.37831409090909,84.304491010101,37.88612301587302
AT13,1993,3874.0,119.46078014464919,23.05145450423673,12.918800757575758,39044.86904761906,3.984416233766233,84.07456601010102,37.287179509379506
AT13,1994,3884.7,119.46078014464919,23.05145450423673,12.918800757575758,39044.86904761906,3.984416233766233,84.07456601010102,37.287179509379506
AT13,1995,3886.3,119.46078014464919,23.05145450423673,12.918800757575758,39044.86904761906,3.984416233766233,84.07456601010102,37.287179509379506
AT13,1996,3883.0,119.46078014464919,23.05145450423673,12.918800757575758,39044.86904761906,3.984416233766233,84.07456601010102,37.287179509379506
AT13,1997,3883.1,119.46078014464919,23.05145450423673,12.918800757575758,39044.86904761906,3.984416233766233,84.07456601010102,37.287179509379506
AT13,1998,3884.2,119.46078014464919,23.05145450423673,12.918800757575758,39044.86904761906,3.984416233766233,84.07456601010102,37.287179509379506
AT13,1999,3893.6,111.16,23.05145450423673,12.900050757575757,38663.28174603175,3.957742900432899,84.11392767676769,36.977679509379506
AT13,2000,3913.0,112.01,18.90557142857143,11.715339430014433,36400.0,3.636371626984127,84.50451672438675,35.78348214285714
AT13,2001,3941.8,114.82,18.452266666666663,11.202697763347764,37300.0,3.503971428571428,84.40640565295814,35.92853849206349
AT13,2002,3999.0,114.41,18.3131,11.188098196248198,38300.0,3.5544047619047614,84.41007565295814,36.04228849206349
AT13,2003,4048.6,116.75,18.243816666666667,11.182431529581528,38300.0,3.5544047619047614,84.33678065295815,36.22003849206349
AT13,2004,4098.8,120.07,18.38511666666667,11.249098196248198,38800.0,3.5319597619047607,84.38457731962481,36.24068849206349
AT13,2005,4152.4,123.37,18.500633333333333,11.26159361471862,40200.0,3.430167857142856,84.22525628787878,36.52644603174603
AT13,2006,4188.6,125.71,18.59896666666667,11.637001948051957,41900.0,3.525037857142856,84.45242676406927,36.15346984126983
AT13,2007,4212.3,124.39,18.52071666666667,11.146884090909095,43700.0,3.5257928571428563,84.5204839069264,36.05098888888888
AT13,2008,4230.2,126.52,18.65691904761905,11.62049480519481,45100.0,3.5341920238095224,84.65295938311687,35.72699960317459
AT13,2009,4253.9,125.36,18.870735714285715,11.626294805194812,44500.0,3.545258690476189,84.71612224025974,35.6688365079365
AT13,2010,4289.3,126.28,18.61289523809524,12.006698376623383,45400.0,3.5414920238095227,84.65295938311687,35.7108857142857
AT13,2011,4323.5,124.59,18.960280952380955,12.283295995671,46400.0,3.56634107142857,84.61201724025973,36.462421428571425
AT13,2012,4377.6,126.89,19.164097619047624,12.23229837662338,46700.0,3.5618560714285703,84.37153438311688,36.49263809523809
AT13,2013,4440.5,126.07,19.308139285714294,12.142118614718619,46700.0,3.54,83.49,30.6
AT13,2014,4511.5,125.01,21.6,14.8,46900.0,3.3325713528138525,84.47,39.1
AT13,2015,4604.5,122.6,20.6,15.1,47500.0,3.63,85.40896089105337,39.3
AT13,2016,4693.4,125.64,20.3,14.4,48800.0,3.514838495670996,88.45,39.9
AT13,2017,4754.9,127.62,21.3,14.5,48800.0,3.6,89.36,42.1
AT13,2018,4780.6,132.19,21.8,14.4,50700.0,3.467698733766233,90.95,42.3
AT13,2019,4808.9,132.99,20.901801984126983,13.820233333333329,51800.0,3.67,91.83,42.9
AT13,2020,4808.9,137.47,21.265955952380942,13.749564285714282,50000.0,3.4862675432900425,92.95,42.7
AT13,2021,4838.6,142.58,21.4,13.645969047619042,53800.0,4.04,96.15,44.5
AT13,2022,4941.5,148.16,21.4,13.046470238095239,56500.0,3.7502287337662334,96.31,45.6
AT13,2023,5035.2,153.31643457070706,24.6,12.764246428571427,59500.0,4.209985995670996,96.18,46.3
AT13,2024,2637.199659433622,155.07859809523814,13.71219801587302,6.509185750360746,51650.58452380951,3.3363490259740245,95.44,46.5
AT2,2021,1432.9591837121218,146.8415125906693,13.7,7.496585497835498,37584.1378968254,2.6108581926406926,92.91998750000002,39.53862380952382
AT2,2022,1432.1044916486298,146.9784385430503,14.0,7.535052164502165,38607.23630952382,2.745216129148629,93.09726083333335,39.236990079365086
AT2,2023,1431.9755456168837,147.06307187638362,13.6,7.253735497835497,38752.11408730159,2.7896163672438674,93.17815964285715,39.13569166666667
AT21,1990,58.3,122.22709169786191,15.81706262870013,8.31507756132756,25574.84315684315,1.9589350396825396,79.14143634920636,27.31299880952382
AT21,1991,58.7,121.51666669786191,15.81706262870013,8.32232756132756,25444.176490176487,1.9782017063492063,79.08217801587303,27.35362380952382
AT21,1992,59.3,117.14354711633231,15.746095962033465,8.305227561327559,25540.11186868687,1.983826706349206,79.28189015873018,27.671623809523815
AT21,1993,59.7,114.74317601909623,15.78173762870013,8.305227561327559,25415.749963924965,1.973271706349206,79.05793515873017,27.285445238095246
AT21,1994,59.8,114.75540459052479,15.78173762870013,8.305227561327559,25415.749963924965,1.973271706349206,79.05793515873017,27.285445238095246
AT21,1995,59.9,114.75750959052476,15.78173762870013,8.29072756132756,25404.16663059163,1.9637092063492063,79.05458515873018,27.209820238095244
AT21,1996,60.0,114.75750959052476,15.78173762870013,8.29072756132756,25404.16663059163,1.9637092063492063,79.05458515873018,27.209820238095244
AT21,1997,59.9,114.75750959052476,15.78173762870013,8.29072756132756,25404.16663059163,1.9637092063492063,79.05458515873018,27.209820238095244
AT21,1998,59.9,114.75750959052476,15.78173762870013,8.29072756132756,25404.16663059163,1.9637092063492063,79.05458515873018,27.209820238095244
AT21,1999,59.9,108.56,15.746570962033463,8.26817756132756,25891.293614718612,1.9644683333333335,79.36329015873018,27.658803571428578
AT21,2000,59.9,110.28,18.115530357142855,9.167480952380949,22400.0,1.659256388888888,77.5212451190476,29.840152994227996
AT21,2001,59.8,110.19,17.971985119047616,8.993909523809519,23000.0,1.7175813888888882,77.53707011904761,29.27901020923521
AT21,2002,59.7,109.83,18.03514702380952,9.033826190476185,23500.0,1.734381388888888,77.64203678571428,29.257795923520927
AT21,2003,59.6,108.5,16.6432662001287,8.285108910533909,24200.0,1.907733174603174,78.44385920634923,27.475360714285717
AT21,2004,59.6,109.85,15.639345962033463,8.29812756132756,25300.0,1.963451388888889,79.12987182539683,27.189986904761913
AT21,2005,59.7,108.73,15.751612628700132,8.454912085137083,26100.0,2.006900833333333,79.5126496825397,27.12317857142858
AT21,2006,59.7,106.72,14.08827916666666,8.03631406926407,27500.0,2.3054580772005777,79.98982452380955,25.64408809523809
AT21,2007,59.8,105.84,13.24023214285714,7.592876370851374,29500.0,2.4648344660894668,82.02527103174602,24.735904761904752
AT21,2008,59.7,107.55,13.002778571428566,7.701694696969701,30500.0,2.4580025216450223,81.69568468253966,24.24119642857142
AT21,2009,59.7,109.88,13.2313619047619,7.767370021645023,29100.0,2.4667039105339112,81.91308537518036,24.668939285714277
AT21,2010,59.5,111.18,12.983079365079357,8.025161363636368,30000.0,2.456603077200578,81.81039763708513,24.51739404761903
AT21,2011,59.4,111.9,12.651407936507933,7.879109379509382,31600.0,2.487262601010101,82.01324204184702,23.893410714285707
AT21,2012,59.4,112.52,12.60795555555555,8.131219300144302,32100.0,2.4844281565656567,82.3540023196248,23.89800595238095
AT21,2013,59.4,114.01,13.078064285714284,8.254031601731604,32200.0,2.83,76.5,17.3
AT21,2014,59.5,115.75,13.3,10.0,33500.0,2.7540641269841286,74.9,28.8
AT21,2015,59.7,116.5,11.3,9.5,33900.0,3.13,82.02893532023529,28.3
AT21,2016,59.9,119.49,11.0,10.0,34500.0,3.0348043073593103,83.75,29.4
AT21,2017,59.9,123.46,12.8,7.3,35800.0,2.93,85.5,29.7
AT21,2018,59.9,122.12,13.5,8.2,37500.0,3.512907287157289,85.21,30.6
AT21,2019,59.9,124.39,13.41325396825397,7.461424458874462,38700.0,3.23,87.3,30.8
AT21,2020,59.9,130.87,13.32091143578644,6.996312554112552,37700.0,2.96742466810967,87.37,32.1
AT21,2021,60.0,129.17,14.2,7.019049278499279,40100.0,2.98,92.24,33.6
AT21,2022,60.5,130.98,13.3,6.5938817460317445,44300.0,3.0980611760461767,91.25,33.3
AT21,2023,60.8,143.06943563492058,15.2,6.509872222222222,46800.0,3.0971115728715723,93.05,33.8
AT21,2024,303.599950918964,165.7783853264382,13.51482420634921,5.525579942279941,41712.31309523809,2.8493531204906195,95.0,35.4
AT22,1990,72.0,115.57155646820922,13.92781897790648,7.6367093073593075,25082.671428571426,2.2079587121212128,79.44141238095241,26.47031111111111
AT22,1991,72.2,115.57155646820922,13.92781897790648,7.6367093073593075,25082.671428571426,2.2079587121212128,79.44141238095241,26.47031111111111
AT22,1992,72.7,115.68400289678064,13.711485644573145,7.297293037518037,25731.238492063483,2.112082045454546,79.34005190476194,27.073452380952386
AT22,1993,72.9,115.81040289678067,13.711485644573145,7.297293037518037,25731.238492063483,2.147177045454546,79.32284571428575,26.891035714285717
AT22,1994,73.0,116.50388087297111,13.699610644573145,7.363209704184703,25588.20714285714,2.1456103787878793,79.22474571428575,26.147585714285718
AT22,1995,73.0,116.50388087297111,13.699610644573145,7.363209704184703,25588.20714285714,2.1456103787878793,79.22474571428575,26.147585714285718
AT22,1996,72.9,115.81040289678067,13.711485644573145,7.297293037518037,25731.238492063483,2.147177045454546,79.32284571428575,26.891035714285717
AT22,1997,72.9,115.81040289678067,13.711485644573145,7.297293037518037,25731.238492063483,2.147177045454546,79.32284571428575,26.891035714285717
AT22,1998,72.8,115.81040289678067,13.711485644573145,7.297293037518037,25731.238492063483,2.147177045454546,79.32284571428575,26.891035714285717
AT22,1999,72.8,108.54,13.732576120763621,7.2953930375180365,26621.250793650794,2.1192765692640694,80.14978166666671,26.34996190476191
AT22,2000,72.8,111.14,14.48924821428571,7.9567250000000005,23200.0,2.23123148989899,78.59332000000003,27.388413492063496
AT22,2001,73.0,113.32,13.772157738095236,7.378259704184704,23900.0,2.1576899819624824,78.58092000000003,26.92948968253969
AT22,2002,73.2,114.64,13.761155485842984,7.409109704184703,24200.0,2.1495177597402604,78.77567166666671,26.412484920634924
AT22,2003,73.3,115.45,13.786274533462032,7.351293037518037,25000.0,2.110515378787879,79.17496857142861,26.019568253968256
AT22,2004,73.5,112.87,13.724303104890605,7.281889466089464,26300.0,2.152435378787879,79.52122047619052,26.085430952380957
AT22,2005,73.8,114.18,13.496481944444435,7.589865656565655,27200.0,2.2579052994227995,79.79968797619053,25.304383333333334
AT22,2006,74.0,114.3,13.141180158730151,7.394031132756133,28700.0,2.3716236327561337,81.7688762698413,24.543452380952377
AT22,2007,74.1,110.76,12.917377777777775,7.450219696969698,30600.0,2.388300180375181,81.95895357142855,24.672311904761894
AT22,2008,74.1,110.87,12.96651944444444,7.750244696969698,31500.0,2.561060537518038,82.3589323196248,23.090991450216446
AT22,2009,74.1,111.14,12.953900396825393,7.628249458874459,30600.0,2.4510462121212124,81.98498579365078,24.34279523809523
AT22,2010,74.2,112.62,12.826050396825392,7.771430411255413,31300.0,2.546929108946609,82.38309898629149,23.3812724025974
AT22,2011,74.3,113.95,12.58576706349206,7.7249200937950935,33000.0,2.72246148989899,82.98533661172158,23.12043452380952
AT22,2012,74.4,114.73,12.573175396825393,7.856038347763346,34200.0,2.9789080375180386,83.23355468531467,23.097849999999994
AT22,2013,74.6,115.79,13.100199603174602,7.926968506493507,34100.0,4.85,81.56,17.5
AT22,2014,75.0,119.43,12.7,7.4,35100.0,2.9204390079365083,80.14,25.7
AT22,2015,75.5,120.83,13.5,8.2,35700.0,5.11,82.34085422133423,26.7
AT22,2016,76.0,122.42,14.5,9.1,37000.0,3.4474218253968276,82.45,27.4
AT22,2017,76.2,121.66,14.6,9.0,38700.0,4.88,90.33,27.8
AT22,2018,76.4,122.67,14.4,7.9,39600.0,4.1030961363636385,87.99,28.7
AT22,2019,76.6,124.8,13.586849999999995,7.4386252525252505,41100.0,5.14,85.55,30.1
AT22,2020,76.6,127.49,13.71527651515151,6.799026190476189,39300.0,3.544275977633478,85.97,31.1
AT22,2021,76.7,128.11,13.4,6.768335966810967,41800.0,5.17,94.12,30.2
AT22,2022,77.5,132.5,14.2,6.529519841269839,45700.0,3.1736874855699866,92.64,32.2
AT22,2023,78.0,134.1446872222222,12.9,6.08243650793651,48300.0,2.923669920634922,92.67,33.1
AT22,2024,133.39466643620548,158.8386754454859,13.469960337502,5.354415259740258,46338.18571428572,3.0259707792207786,94.0,33.6
AT3,2021,127.45395845309663,145.68570799245506,12.5,5.519472835497834,37588.033730158735,2.7208030952380966,92.45639043650799,32.98447936507935
AT3,2022,127.31179178642996,145.90726727816934,12.5,5.5248561688311675,37797.17817460318,2.7440338095238106,92.31261829365084,33.082665079365064
AT3,2023,127.35260845309664,145.90726727816934,12.7,5.39128712121212,37101.597222222226,2.6527666666666674,92.42511948412704,33.974279365079354
AT31,1990,111.2,132.47940891477975,13.355155882668383,6.625136471861466,26910.938095238093,1.9768401803751812,79.60233250000002,27.35708809523809
AT31,1991,112.6,132.47940891477975,13.355155882668383,6.625136471861466,26938.27142857142,1.9790610137085145,79.58185250000001,27.272838095238093
AT31,1992,114.1,132.47940891477975,13.237155882668382,6.52446861471861,27112.2746031746,1.8956907756132764,79.25702607142858,26.965785317460316
AT31,1993,115.2,132.47940891477975,13.237155882668382,6.52446861471861,27121.20317460317,1.90341410894661,79.25702607142858,26.965785317460316
