nuts2_code,year,employment_rate,rd_expenditure_pct_gdp,unemployment_rate,tertiary_education_pct,youth_unemployment_rate,population_density,long_term_unemployment_share,female_employment_rate
AL01,2012,,,,,,79.2,,
AL01,2013,,,,,,78.5,,
AL01,2014,,,,,,77.7,,
AL01,2015,,,,,,77.0,,
AL01,2016,,,,,,76.6,,
AL01,2017,,,,,,76.1,,
AL01,2018,,,,,,75.5,,
AL01,2019,,,,,,74.8,,
AL01,2020,,,,,,77.0,,
AL01,2021,,,,,,76.3,,
AL01,2022,,,,,,74.0,,
AL02,2012,,,,,,219.6,,
AL02,2013,,,,,,222.3,,
AL02,2014,,,,,,225.1,,
AL02,2015,,,,,,227.0,,
AL02,2016,,,,,,229.2,,
AL02,2017,,,,,,232.4,,
AL02,2018,,,,,,234.8,,
AL02,2019,,,,,,236.2,,
AL02,2020,,,,,,237.8,,
AL02,2021,,,,,,238.6,,
AL02,2022,,,,,,238.8,,
AL03,2012,,,,,,73.3,,
AL03,2013,,,,,,72.4,,
AL03,2014,,,,,,71.6,,
AL03,2015,,,,,,70.7,,
AL03,2016,,,,,,69.9,,
AL03,2017,,,,,,68.9,,
AL03,2018,,,,,,67.9,,
AL03,2019,,,,,,67.1,,
AL03,2020,,,,,,68.8,,
AL03,2021,,,,,,67.9,,
AL03,2022,,,,,,64.9,,
AT11,1990,,,,,,72.6,,
AT11,1991,,,,,,73.1,,
AT11,1992,,,,,,73.6,,
AT11,1993,,,,,,73.9,,
AT11,1994,,,,,,74.2,,
AT11,1995,,,,,,74.4,,
AT11,1996,,,,,,74.4,,
AT11,1997,,,,,,74.3,,
AT11,1998,,,,,,74.2,,
AT11,1999,70.3,,4.9,,,74.1,,60.9
AT11,2000,70.8,,4.9,11.0,,74.5,,62.1
AT11,2001,69.7,,5.0,11.2,,74.6,,62.6
AT11,2002,70.6,0.63,4.9,11.6,,75.1,,62.8
AT11,2003,71.6,,5.75,12.6,,75.2,,63.2
AT11,2004,68.3,0.52,5.3,12.6,,75.4,,62.3
AT11,2005,72.1,,5.6,12.7,,75.7,,64.8
AT11,2006,72.8,0.58,5.2,14.9,,76.0,,65.7
AT11,2007,74.6,0.6,3.9,13.2,,76.2,,67.7
AT11,2008,74.4,,3.9000000000000004,14.1,,76.8,,67.5
AT11,2009,74.1,0.77,5.0,15.1,,77.2,,68.2
AT11,2010,74.8,,3.9,14.8,,77.4,,68.7
AT11,2011,73.7,0.81,3.8,14.8,,77.7,,68.1
AT11,2012,73.8,,4.4,13.9,,78.0,,68.4
AT11,2013,73.5,0.89,4.15,15.8,,78.2,,68.7
AT11,2014,73.2,,4.85,25.7,,78.5,,68.3
AT11,2015,73.1,0.99,5.1,28.5,,79.0,,68.4
AT11,2016,73.1,,5.5,27.9,,79.4,,69.0
AT11,2017,74.7,0.85,5.1,28.0,,79.7,,70.0
AT11,2018,75.2,,4.2,28.4,,77.5,,70.0
AT11,2019,75.4,0.87,3.6,30.7,,77.8,,70.3
AT11,2020,75.4,,4.35,33.1,,77.8,,71.6
AT11,2021,74.9,0.84,5.1,31.4,,78.1,,70.8
AT11,2022,76.5,,4.1,31.4,,79.2,,72.9
AT11,2023,76.6,,5.050000000000001,33.2,,79.7,,73.0
AT12,1990,,,,,,77.3,,
AT12,1991,,,,,,78.1,,
AT12,1992,,,,,,79.0,,
AT12,1993,,,,,,79.7,,
AT12,1994,,,,,,80.1,,
AT12,1995,,,,,,80.3,,
AT12,1996,,,,,,80.5,,
AT12,1997,,,,,,80.6,,
AT12,1998,,,,,,80.8,,
AT12,1999,71.2,,5.166666666666667,,4.4,81.0,1.2,62.4
AT12,2000,71.8,,4.866666666666666,13.0,4.4,81.2,1.05,63.0
AT12,2001,71.5,,4.066666666666666,13.3,5.1,81.5,0.8,63.0
AT12,2002,71.5,0.82,5.833333333333333,13.8,6.8,81.7,0.8,64.0
AT12,2003,73.2,,4.933333333333334,12.6,6.0,82.1,0.8,66.2
AT12,2004,70.5,0.86,5.175,17.3,14.466666666666669,82.6,1.25,64.7
AT12,2005,72.1,,6.566666666666666,17.1,11.033333333333333,83.2,1.8,65.4
AT12,2006,73.2,1.11,4.85,15.1,8.966666666666667,83.7,1.5666666666666667,67.1
AT12,2007,74.8,1.15,5.133333333333334,15.0,9.0,84.1,1.6333333333333335,68.6
AT12,2008,75.9,,5.033333333333333,16.1,9.200000000000001,84.5,1.6666666666666667,70.0
AT12,2009,75.2,1.32,6.366666666666667,17.6,12.5,84.8,1.7333333333333334,70.2
AT12,2010,75.7,,5.066666666666666,17.9,7.766666666666667,85.0,0.8500000000000001,70.8
AT12,2011,75.7,1.46,5.0,17.2,9.866666666666667,85.2,1.8,70.9
AT12,2012,76.1,,6.366666666666667,17.2,9.5,85.5,2.066666666666667,71.4
AT12,2013,75.9,1.6,5.625,17.6,11.200000000000001,85.7,1.9333333333333336,71.2
AT12,2014,76.2,,6.0,29.1,11.966666666666667,86.2,2.0,71.9
AT12,2015,76.3,1.74,6.0,30.3,11.466666666666667,87.0,2.3,72.2
AT12,2016,76.5,,6.15,30.2,10.866666666666667,87.7,2.8333333333333335,72.5
AT12,2017,78.1,1.8,6.0,32.0,11.233333333333334,88.2,3.0,74.3
AT12,2018,78.1,,4.6,31.9,7.25,88.5,1.7333333333333334,73.8
AT12,2019,78.4,1.8,4.9,32.4,8.15,88.9,1.0,74.0
AT12,2020,77.6,,5.5,33.0,10.533333333333333,88.9,2.1,73.8
AT12,2021,77.5,1.78,6.85,33.9,12.5,89.3,2.8000000000000003,73.6
AT12,2022,78.5,,5.574999999999999,34.1,10.200000000000001,90.4,1.9333333333333336,74.8
AT12,2023,78.4,,6.025,36.0,9.55,91.0,2.4333333333333336,74.7
AT13,1990,,,,,,3747.1,,
AT13,1991,,,,,,3784.6,,
AT13,1992,,,,,,3840.4,,
AT13,1993,,,,,,3874.0,,
AT13,1994,,,,,,3884.7,,
AT13,1995,,,,,,3886.3,,
AT13,1996,,,,,,3883.0,,
AT13,1997,,,,,,3883.1,,
AT13,1998,,,,,,3884.2,,
AT13,1999,71.7,,6.9,,10.350000000000001,3893.6,3.6999999999999997,65.1
AT13,2000,70.2,,7.925000000000001,19.2,12.4,3913.0,3.6333333333333333,63.7
AT13,2001,71.0,,6.199999999999999,20.0,8.5,3941.8,2.6,64.9
AT13,2002,69.7,3.26,9.733333333333334,20.5,11.2,3999.0,2.233333333333333,65.5
AT13,2003,68.4,,8.600000000000001,21.2,15.633333333333335,4048.6,3.766666666666667,62.9
AT13,2004,64.3,3.38,11.425,24.2,24.03333333333333,4098.8,6.2,59.6
AT13,2005,65.3,,10.8,23.3,22.599999999999998,4152.4,3.3,61.6
AT13,2006,66.9,3.42,10.6,23.7,20.8,4188.6,4.533333333333333,62.3
AT13,2007,67.1,3.54,10.05,22.6,17.366666666666664,4212.3,3.575,61.8
AT13,2008,68.3,,8.15,24.1,16.5,4230.2,3.0666666666666664,63.5
AT13,2009,68.3,3.73,9.725000000000001,26.0,17.5,4253.9,3.533333333333333,64.6
AT13,2010,68.9,,9.0,27.3,18.366666666666667,4289.3,3.5666666666666664,65.0
AT13,2011,69.4,3.56,8.95,26.6,18.76666666666667,4323.5,3.5666666666666664,65.8
AT13,2012,69.1,,10.0,27.5,20.966666666666665,4377.6,3.8000000000000003,65.5
AT13,2013,69.3,3.54,10.3,30.6,17.6,4440.5,3.2,66.2
AT13,2014,67.9,,11.925,39.1,21.066666666666666,4511.5,3.725,65.1
AT13,2015,67.7,3.63,12.299999999999999,39.3,20.7,4604.5,4.675,65.0
AT13,2016,68.0,,13.25,39.9,23.566666666666666,4693.4,5.675,65.5
AT13,2017,68.4,3.6,12.6,42.1,19.599999999999998,4754.9,4.825,65.3
AT13,2018,69.7,,12.0,42.3,20.333333333333332,4780.6,4.325,65.8
AT13,2019,70.4,3.67,11.225000000000001,42.9,17.5,4808.9,3.675,66.4
AT13,2020,68.4,,12.55,42.7,17.566666666666666,4808.9,3.8499999999999996,65.3
AT13,2021,69.4,4.04,14.15,44.5,21.633333333333336,4838.6,5.925000000000001,65.8
AT13,2022,71.2,,11.299999999999999,45.6,18.933333333333334,4941.5,3.675,67.5
AT13,2023,70.8,,11.425,46.3,21.566666666666666,5035.2,3.275,66.8
AT21,1990,,,,,,58.3,,
AT21,1991,,,,,,58.7,,
AT21,1992,,,,,,59.3,,
AT21,1993,,,,,,59.7,,
AT21,1994,,,,,,59.8,,
AT21,1995,,,,,,59.9,,
AT21,1996,,,,,,60.0,,
AT21,1997,,,,,,59.9,,
AT21,1998,,,,,,59.9,,
AT21,1999,67.9,,3.95,,,59.9,,58.0
AT21,2000,66.9,,6.466666666666666,11.3,,59.9,,57.6
AT21,2001,65.4,,4.449999999999999,12.8,,59.8,,55.7
AT21,2002,67.9,1.77,4.5,14.8,,59.7,,58.3
AT21,2003,68.0,,4.3,14.4,,59.6,,57.9
AT21,2004,65.1,2.23,6.05,16.7,,59.6,,59.2
AT21,2005,67.7,,7.166666666666667,16.0,10.9,59.7,,59.9
AT21,2006,69.1,2.59,6.266666666666667,15.9,8.6,59.7,,61.8
AT21,2007,70.8,2.55,5.7,16.0,8.6,59.8,,63.4
AT21,2008,71.9,,3.5,16.2,,59.7,,64.7
AT21,2009,71.3,2.41,6.366666666666666,17.2,9.8,59.7,,64.9
AT21,2010,71.5,,5.966666666666666,16.6,,59.5,,65.7
AT21,2011,71.9,2.74,6.033333333333334,16.3,8.7,59.4,,66.3
AT21,2012,71.9,,6.666666666666667,17.2,12.1,59.4,,67.1
AT21,2013,72.5,2.83,7.5,17.3,9.1,59.4,1.4,68.1
AT21,2014,72.2,,7.125,28.8,9.4,59.5,1.6,68.3
AT21,2015,72.1,3.13,6.875,28.3,10.2,59.7,1.9,68.0
AT21,2016,73.0,,4.866666666666667,29.4,12.2,59.9,1.5,68.6
AT21,2017,73.8,2.93,7.433333333333334,29.7,,59.9,1.7,69.4
AT21,2018,75.0,,3.9499999999999997,30.6,,59.9,1.1,69.8
AT21,2019,75.1,3.23,3.7,30.8,,59.9,,69.7
AT21,2020,73.1,,6.0,32.1,,59.9,,68.0
AT21,2021,73.7,2.98,6.575,33.6,,60.0,1.6,69.0
AT21,2022,75.8,,4.066666666666666,33.3,,60.5,,71.7
AT21,2023,75.9,,5.85,33.8,,60.8,,72.0
AT22,1990,,,,,,72.0,,
AT22,1991,,,,,,72.2,,
AT22,1992,,,,,,72.7,,
AT22,1993,,,,,,72.9,,
AT22,1994,,,,,,73.0,,
AT22,1995,,,,,,73.0,,
AT22,1996,,,,,,72.9,,
AT22,1997,,,,,,72.9,,
AT22,1998,,,,,,72.8,,
AT22,1999,69.1,,4.833333333333333,,5.4,72.8,1.25,60.5
AT22,2000,67.4,,5.2,11.6,8.9,72.8,0.9,58.7
AT22,2001,68.5,,5.233333333333333,13.1,9.1,73.0,0.9,59.8
AT22,2002,69.3,3.18,6.333333333333333,14.2,7.4,73.2,0.8,61.0
AT22,2003,70.1,,5.166666666666667,14.9,5.5,73.3,0.9,62.8
AT22,2004,67.3,3.06,5.966666666666666,15.9,7.75,73.5,0.7,60.7
AT22,2005,70.4,,5.15,16.6,9.1,73.8,1.0,63.5
AT22,2006,71.5,3.29,5.766666666666666,16.3,10.399999999999999,74.0,1.1,64.8
AT22,2007,72.9,3.5,5.366666666666667,15.9,9.700000000000001,74.1,0.9,65.9
AT22,2008,73.9,,4.833333333333333,15.6,9.7,74.1,0.8,67.4
AT22,2009,72.9,3.64,6.8,16.6,11.233333333333334,74.1,0.85,67.9
AT22,2010,73.6,,6.066666666666666,15.5,9.566666666666666,74.2,1.8,69.1
AT22,2011,74.1,4.17,4.733333333333333,16.8,5.3,74.3,1.0,69.0
AT22,2012,73.4,,4.199999999999999,17.9,5.8,74.4,0.7,67.9
AT22,2013,74.0,4.85,6.2,17.5,10.4,74.6,1.9000000000000001,68.8
AT22,2014,73.6,,5.85,25.7,7.800000000000001,75.0,2.1999999999999997,69.1
AT22,2015,74.0,5.11,5.55,26.7,9.3,75.5,1.15,69.5
AT22,2016,74.6,,6.25,27.4,11.799999999999999,76.0,2.1666666666666665,70.5
AT22,2017,75.0,4.88,5.4,27.8,7.7,76.2,2.3333333333333335,71.5
AT22,2018,75.9,,4.875,28.7,7.3,76.4,1.0,71.8
AT22,2019,77.4,5.14,4.125,30.1,6.0,76.6,0.6,72.8
AT22,2020,76.5,,5.625,31.1,9.75,76.6,0.9,71.9
AT22,2021,75.9,5.17,5.449999999999999,30.2,7.4,76.7,0.9,71.4
AT22,2022,77.6,,4.775,32.2,8.3,77.5,0.6,74.1
AT22,2023,78.2,,5.25,33.1,8.6,78.0,0.8,74.3
AT31,1990,,,,,,111.2,,
AT31,1991,,,,,,112.6,,
AT31,1992,,,,,,114.1,,
AT31,1993,,,,,,115.2,,
AT31,1994,,,,,,115.8,,
AT31,1995,,,,,,116.1,,
AT31,1996,,,,,,116.2,,
AT31,1997,,,,,,116.3,,
AT31,1998,,,,,,116.5,,
AT31,1999,71.2,,5.3999999999999995,,7.2,116.7,0.9,62.6
AT31,2000,72.1,,4.733333333333333,13.3,6.0,117.0,0.8,63.7
AT31,2001,72.8,,3.733333333333333,13.5,4.6,117.3,0.8,64.3
AT31,2002,72.6,1.61,4.333333333333333,14.8,5.4,117.7,0.7,65.2
AT31,2003,73.2,,4.833333333333333,14.5,6.4,118.1,0.7,66.3
AT31,2004,70.4,1.79,5.824999999999999,15.5,12.966666666666667,118.7,0.7,63.4
AT31,2005,72.6,,5.5,15.4,7.833333333333333,119.2,1.95,65.2
AT31,2006,74.3,2.16,4.3999999999999995,15.9,7.7,119.6,1.5,67.1
AT31,2007,75.7,2.2,4.0,16.4,6.766666666666667,119.8,0.6,68.6
AT31,2008,77.0,,3.4333333333333336,16.6,6.65,120.1,0.5,70.2
AT31,2009,76.3,2.36,5.233333333333333,16.4,7.933333333333334,120.2,0.6,70.1
AT31,2010,76.8,,4.8,17.3,7.2,120.3,1.5,71.3
AT31,2011,77.1,2.46,4.3999999999999995,16.9,7.2,120.5,0.7,71.7
AT31,2012,77.9,,4.166666666666667,17.2,6.25,120.9,0.6,73.0
AT31,2013,77.5,3.14,4.574999999999999,17.2,7.466666666666666,121.4,0.75,72.4
AT31,2014,77.8,,4.725,26.7,8.633333333333333,122.2,1.7,73.2
AT31,2015,77.7,3.15,4.5,27.5,9.466666666666667,123.4,0.8,73.4
AT31,2016,78.8,,5.15,29.1,9.0,124.6,1.6666666666666667,74.3
AT31,2017,78.9,3.48,4.975,29.2,10.0,125.4,1.8,74.6
AT31,2018,79.3,,3.925,29.0,7.966666666666666,126.1,0.6,74.4
AT31,2019,80.3,3.51,3.675,31.8,7.85,126.8,0.6,76.2
AT31,2020,79.0,,4.6,31.1,10.0,126.8,0.75,75.0
AT31,2021,79.3,3.58,4.5,30.5,8.45,127.4,0.95,74.5
AT31,2022,80.8,,3.425,32.4,7.35,129.2,0.5,76.7
AT31,2023,80.5,,4.075,33.1,8.200000000000001,130.3,0.4,76.5
AT32,1990,,,,,,67.5,,
AT32,1991,,,,,,68.7,,
AT32,1992,,,,,,70.0,,
AT32,1993,,,,,,71.1,,
AT32,1994,,,,,,71.6,,
AT32,1995,,,,,,72.0,,
AT32,1996,,,,,,72.2,,
AT32,1997,,,,,,72.4,,
AT32,1998,,,,,,72.5,,
AT32,1999,73.8,,2.9000000000000004,,,72.6,,65.5
AT32,2000,74.2,,3.15,15.5,,72.9,,66.6
AT32,2001,73.2,,2.0,15.7,,73.2,,65.8
AT32,2002,74.7,0.84,2.85,15.2,,73.3,,68.5
AT32,2003,75.1,,2.2,16.5,,73.5,,68.6
AT32,2004,70.4,0.95,4.15,19.3,,73.9,,65.5
AT32,2005,73.8,,3.3,18.9,7.8,74.2,,68.4
AT32,2006,73.3,1.03,4.433333333333334,17.8,,74.5,,66.6
AT32,2007,75.4,1.01,4.366666666666667,18.1,,74.6,,69.7
AT32,2008,76.0,,2.65,17.8,,74.6,,70.3
AT32,2009,76.3,1.16,3.4000000000000004,19.4,8.1,74.7,,71.0
AT32,2010,76.3,,3.0,19.5,,74.8,,70.5
AT32,2011,76.9,1.25,2.65,19.8,,75.0,,71.9
AT32,2012,78.3,,2.75,20.5,,75.3,,73.7
AT32,2013,78.7,1.49,4.533333333333334,21.8,,75.6,,74.3
AT32,2014,77.0,,3.35,29.8,,76.1,,72.8
AT32,2015,77.3,1.5,3.35,30.2,,76.9,,72.9
AT32,2016,78.3,,3.15,31.5,8.1,77.7,,74.6
AT32,2017,79.2,1.6,2.9000000000000004,31.2,,78.1,,74.9
AT32,2018,80.6,,2.5999999999999996,32.3,,78.5,,76.3
AT32,2019,80.5,1.7,2.3,32.8,,78.9,,76.6
AT32,2020,79.1,,2.95,32.5,,78.9,,75.7
AT32,2021,78.7,1.75,6.433333333333333,33.6,8.9,79.3,,75.0
AT32,2022,80.7,,2.9,33.2,,80.1,,77.9
AT32,2023,81.2,,2.9,36.1,,80.8,,77.5
AT33,1990,,,,,,49.6,,
AT33,1991,,,,,,50.2,,
AT33,1992,,,,,,50.8,,
AT33,1993,,,,,,51.3,,
AT33,1994,,,,,,51.7,,
AT33,1995,,,,,,52.0,,
AT33,1996,,,,,,52.3,,
AT33,1997,,,,,,52.6,,
AT33,1998,,,,,,52.9,,
AT33,1999,70.9,,3.2,,,53.1,,59.8
AT33,2000,71.8,,3.0,12.2,,53.4,,61.3
AT33,2001,69.6,,2.75,13.4,,53.8,,58.4
AT33,2002,71.6,1.76,2.45,15.5,,54.1,,63.6
AT33,2003,71.8,,4.133333333333334,14.9,,54.4,,63.4
AT33,2004,70.6,2.08,2.55,16.0,,54.8,,63.3
AT33,2005,72.2,,4.933333333333334,14.7,8.9,55.2,,64.8
AT33,2006,73.2,2.36,3.8333333333333335,14.9,6.7,55.5,,65.9
AT33,2007,74.7,2.31,3.5666666666666664,16.2,6.9,55.7,,67.1
AT33,2008,74.9,,3.3666666666666667,16.7,6.2,56.0,,68.2
AT33,2009,75.5,2.72,4.066666666666666,17.0,6.9,56.2,,69.6
AT33,2010,75.8,,4.133333333333334,17.1,6.6,56.4,,70.4
AT33,2011,75.7,2.7,3.233333333333333,18.8,,56.7,,69.9
AT33,2012,77.1,,3.766666666666667,19.5,6.4,57.0,,71.5
AT33,2013,77.5,3.12,4.0,19.1,6.2,57.5,,72.6
AT33,2014,77.2,,4.033333333333333,27.0,6.0,58.0,,72.9
AT33,2015,77.9,3.09,4.066666666666666,26.4,,58.7,,73.1
AT33,2016,77.8,,4.275,28.2,7.2,59.3,0.8,73.1
AT33,2017,77.9,2.9,3.875,29.0,7.7,59.8,,72.8
AT33,2018,78.9,,2.15,29.9,,60.2,,74.2
AT33,2019,79.6,2.84,2.0,29.9,,60.4,,75.3
AT33,2020,78.0,,4.3,31.9,8.5,60.4,,73.4
AT33,2021,77.1,3.21,5.55,31.4,8.6,60.7,,72.4
AT33,2022,80.9,,3.033333333333333,31.9,7.4,61.4,,76.3
AT33,2023,80.3,,4.0,32.2,8.8,61.9,,77.0
AT34,1990,,,,,,128.9,,
AT34,1991,,,,,,131.0,,
AT34,1992,,,,,,132.7,,
AT34,1993,,,,,,133.7,,
AT34,1994,,,,,,134.4,,
AT34,1995,,,,,,135.0,,
AT34,1996,,,,,,135.4,,
AT34,1997,,,,,,135.9,,
AT34,1998,,,,,,136.4,,
AT34,1999,70.9,,4.3,,,137.1,,58.0
AT34,2000,72.3,,2.8,14.1,,137.7,,60.5
AT34,2001,72.1,,3.0,14.7,,138.6,,61.3
AT34,2002,71.9,1.29,2.6,15.1,,139.5,,60.7
AT34,2003,71.6,,6.550000000000001,15.4,,140.3,,61.5
AT34,2004,72.2,1.26,4.1,16.2,,141.4,,62.5
AT34,2005,73.0,,6.7,15.9,10.6,142.6,,63.9
AT34,2006,73.7,1.27,6.266666666666667,16.2,,143.4,,65.2
AT34,2007,75.0,1.33,5.1000000000000005,16.2,,144.0,,65.7
AT34,2008,75.4,,3.95,16.2,,144.6,,67.0
AT34,2009,75.1,1.56,7.233333333333333,16.6,11.6,145.1,,68.3
AT34,2010,75.4,,5.933333333333334,15.5,,145.6,,68.6
AT34,2011,76.0,1.42,5.333333333333333,16.8,,146.1,,68.4
AT34,2012,76.9,,5.266666666666667,18.4,,146.7,,70.5
AT34,2013,77.5,1.64,3.3,19.0,,147.6,,71.6
AT34,2014,78.1,,3.0999999999999996,25.6,,148.8,,72.8
AT34,2015,78.3,1.77,3.35,26.5,,150.5,,72.3
AT34,2016,80.1,,3.15,27.7,,152.5,,74.3
AT34,2017,79.8,1.77,3.45,28.1,,154.0,,73.8
AT34,2018,80.2,,3.3,27.6,,155.2,,74.5
AT34,2019,79.9,1.82,3.2,28.4,,156.3,,74.7
AT34,2020,79.5,,3.45,29.2,,156.3,,75.1
AT34,2021,79.1,1.86,4.05,28.6,,157.3,,73.9
AT34,2022,79.8,,3.1,29.9,,159.6,,73.9
AT34,2023,80.5,,3.4,29.4,,161.3,,75.7
BE10,1990,,,,,,5977.4,,
BE10,1991,,,,,,5936.5,,
BE10,1992,,,,,,5905.6,,
BE10,1993,,,,,,5898.8,,
BE10,1994,,,,,,5902.5,,
BE10,1995,,,,,,5899.7,,
BE10,1996,,,,,,5896.6,,
BE10,1997,,,,,,5912.3,,
BE10,1998,,,,,,5927.9,,
BE10,1999,58.4,,16.4,,40.0,5928.3,14.266666666666666,51.3
BE10,2000,59.5,,15.85,37.0,37.9,5974.3,11.800000000000002,52.1
BE10,2001,58.0,,13.45,35.3,17.6,6033.5,7.45,50.0
BE10,2002,56.2,1.21,16.975,37.3,37.0,6119.3,9.775,49.4
BE10,2003,57.5,1.15,15.725000000000001,38.6,40.13333333333333,6186.1,9.166666666666666,52.0
BE10,2004,60.0,1.14,14.575,40.4,19.2,6231.8,8.625,53.7
BE10,2005,59.4,1.11,18.049999999999997,41.5,38.9,6290.5,10.274999999999999,51.8
BE10,2006,57.9,1.37,19.1,41.0,34.1,6366.5,10.9,50.3
BE10,2007,59.4,1.33,18.55,41.0,36.93333333333333,6458.7,10.875,52.3
BE10,2008,60.2,1.49,17.275,40.4,34.800000000000004,6574.6,9.75,52.3
BE10,2009,59.5,1.51,17.175,42.4,33.5,6702.1,9.275,53.2
BE10,2010,59.2,1.36,18.825,42.1,42.26666666666667,6957.2,10.675,52.5
BE10,2011,58.2,1.34,18.675,42.4,39.13333333333333,7131.1,11.100000000000001,52.5
BE10,2012,58.2,1.4,19.1,42.7,39.266666666666666,7194.2,10.625,52.3
BE10,2013,56.8,1.47,21.0,41.5,43.166666666666664,7260.7,12.125,52.4
BE10,2014,58.7,1.62,20.25,43.5,44.56666666666666,7319.4,12.075,53.7
BE10,2015,58.7,1.7,19.225,43.4,41.166666666666664,7408.0,12.55,53.2
BE10,2016,59.8,1.9,18.975,44.1,37.4,7454.6,11.8,54.3
BE10,2017,60.8,2.04,17.075,46.6,33.3,7421.6,9.55,54.6
BE10,2018,61.4,2.25,15.575,47.5,36.233333333333334,7471.5,9.1,56.6
BE10,2019,61.7,2.33,14.55,47.1,32.800000000000004,7526.7,8.25,56.0
BE10,2020,61.3,,14.7,49.3,32.63333333333333,7526.7,8.600000000000001,55.3
BE10,2021,62.2,2.49,15.45,52.2,33.833333333333336,7560.8,8.899999999999999,56.2
BE10,2022,65.2,,14.3,53.5,39.36666666666667,7660.0,7.95,60.1
BE10,2023,66.5,,13.15,53.8,32.199999999999996,7770.2,6.65,59.7
BE21,1990,,,,,,573.4,,
BE21,1991,,,,,,575.8,,
BE21,1992,,,,,,578.5,,
BE21,1993,,,,,,581.1,,
BE21,1994,,,,,,582.7,,
BE21,1995,,,,,,583.8,,
BE21,1996,,,,,,585.0,,
BE21,1997,,,,,,586.2,,
BE21,1998,,,,,,587.2,,
BE21,1999,65.3,,6.425,,25.549999999999997,587.7,4.3999999999999995,54.9
BE21,2000,67.0,,5.433333333333334,26.9,10.7,589.1,2.5,56.0
BE21,2001,65.0,,4.5,28.7,10.0,590.6,2.9,53.0
BE21,2002,66.8,,4.975,27.4,9.9,593.4,2.466666666666667,56.7
BE21,2003,65.8,,6.3,28.4,17.2,596.3,3.266666666666667,56.6
BE21,2004,67.2,,5.449999999999999,29.4,13.85,599.2,3.1333333333333333,56.5
BE21,2005,68.9,,6.475,29.6,13.966666666666667,602.7,2.9250000000000003,60.2
BE21,2006,69.0,2.2,6.075,31.7,14.7,606.9,3.0,61.3
BE21,2007,70.7,2.13,5.25,30.6,11.966666666666667,611.8,2.733333333333333,62.8
BE21,2008,70.8,2.18,5.075,32.2,13.166666666666666,617.3,2.3666666666666667,63.7
BE21,2009,69.4,2.21,6.1,32.0,16.75,622.5,2.05,62.2
BE21,2010,70.4,2.46,6.6,35.2,21.633333333333336,620.7,2.75,64.8
BE21,2011,69.3,2.66,6.4,33.5,20.133333333333333,637.4,2.475,62.7
BE21,2012,69.4,2.66,6.0,35.3,15.533333333333333,641.3,2.3249999999999997,62.8
BE21,2013,69.5,2.68,6.825,35.4,20.725,644.7,2.6,63.8
BE21,2014,69.8,3.02,6.675,38.1,17.166666666666668,648.0,2.7750000000000004,64.4
BE21,2015,70.4,3.12,7.1,37.6,17.925,652.0,3.25,66.2
BE21,2016,69.2,3.24,7.125,34.9,23.933333333333334,655.9,3.55,63.7
BE21,2017,70.8,3.45,6.575,38.2,19.075,657.7,2.75,64.9
BE21,2018,72.8,,5.125,40.0,15.266666666666666,661.6,2.0,67.9
BE21,2019,74.4,,4.025,40.0,10.233333333333333,665.8,1.8,69.2
BE21,2020,72.9,,4.425,41.0,12.133333333333333,665.8,1.4,68.0
BE21,2021,72.7,4.44,5.9750000000000005,43.5,17.3,669.1,1.625,68.0
BE21,2022,75.9,,4.775,47.1,11.775,678.8,1.4666666666666668,71.8
BE21,2023,75.7,,4.325,46.1,11.033333333333333,686.3,1.4000000000000001,71.8
BE22,1990,,,,,,312.3,,
BE22,1991,,,,,,314.5,,
BE22,1992,,,,,,316.9,,
BE22,1993,,,,,,319.2,,
BE22,1994,,,,,,321.3,,
BE22,1995,,,,,,323.1,,
BE22,1996,,,,,,324.8,,
BE22,1997,,,,,,326.6,,
BE22,1998,,,,,,328.2,,
BE22,1999,63.7,,7.433333333333333,,15.9,328.9,3.8,51.2
BE22,2000,64.9,,6.133333333333333,22.1,,331.2,2.2,53.3
BE22,2001,65.5,,4.033333333333333,23.6,13.4,332.8,,55.3
BE22,2002,66.4,,5.1000000000000005,24.2,,334.4,,54.1
BE22,2003,63.6,,8.266666666666667,23.0,14.5,335.9,2.1,52.1
BE22,2004,65.6,,6.866666666666667,27.4,14.4,337.5,2.7,55.8
BE22,2005,65.6,,7.324999999999999,25.1,18.400000000000002,339.3,3.9333333333333336,56.5
BE22,2006,67.1,0.92,6.4750000000000005,27.1,12.5,341.5,3.3333333333333335,58.6
BE22,2007,68.2,1.06,5.55,27.8,12.75,344.0,2.3333333333333335,60.0
BE22,2008,69.4,0.95,4.625,27.8,11.0,346.7,2.65,62.7
BE22,2009,69.3,1.04,5.525,28.6,20.466666666666665,349.1,1.8666666666666665,63.5
BE22,2010,69.8,1.03,5.775,29.3,19.599999999999998,352.3,3.1999999999999997,63.8
BE22,2011,70.0,1.17,5.0,28.8,11.1,355.7,2.1333333333333333,64.1
BE22,2012,69.1,1.22,5.15,30.7,16.8,357.4,2.05,63.8
BE22,2013,69.2,1.3,5.775,28.7,23.46666666666667,358.7,1.65,63.8
BE22,2014,69.1,1.32,6.0,31.1,15.45,360.0,2.9333333333333336,64.9
BE22,2015,68.7,1.36,6.75,32.1,16.1,361.9,2.866666666666667,64.5
BE22,2016,69.7,1.49,5.4,32.9,9.8,363.6,3.0,64.2
BE22,2017,72.0,1.58,4.5,35.4,11.25,364.5,1.65,66.9
